row_id	manifest_index	file	symbol_lines	change_type	cluster_id	req_ids	classification	classification_signal	test_evidence	notes
LH0131	085	beacon_node/network/src/network_beacon_processor/mod.rs	removal of blob wiring + EngineGetBlobsOutput publish_fn retype + allow_reprocess param	modified	C6	NONE	LH-arch-choice	Removes send_gossip_blob_sidecar, send_rpc_blobs, publish_blobs_gradually and BLOB_PUBLICATION_EXP_FACTOR, retypes the fetch_engine_blobs publish_fn to Vec<KzgVerifiedCustodyDataColumn> and threads allow_reprocess into send_gossip_data_column_sidecar [raw:lh-files/085.diff]	NONE	Appears upstream base-branch drift (PeerDAS blob to data-column processor wiring), not EIP-8025 proof work [raw:lh-files/085.diff]
LH0132	086	beacon_node/network/src/network_beacon_processor/rpc_methods.rs	fn handle_execution_proofs_by_range_request(_inner), check_execution_proofs_by_range_window, proof_serve_range	modified	C3	R006,R019,R020	spec-driven	handle_execution_proofs_by_range_request_inner serves proofs via chain.execution_proofs_by_range within proof_serve_range and returns ResourceUnavailable outside it (check_execution_proofs_by_range_window), implementing ExecutionProofsByRange serving [raw:lh-files/086.diff]	NONE	PROV-SPEC: proof_serve_range derives the lower bound as finalized_checkpoint.epoch.start_slot, matching the provisional snapshot form rather than the EIP finalized_checkpoint.slot text (R006 divergence); R019/R020 are spec-snapshot [OPEN-Q1] [raw:lh-files/086.diff]
LH0133	086	beacon_node/network/src/network_beacon_processor/rpc_methods.rs	fn handle_execution_proofs_by_root_request(_inner), canonical_block_slot	modified	C3	R006,R027,R028	spec-driven	handle_execution_proofs_by_root_request_inner serves proofs for canonical block roots within proof_serve_range via execution_proofs_by_block_root and returns ResourceUnavailable when all requested canonical roots fall outside the range, implementing ExecutionProofsByRoot serving [raw:lh-files/086.diff]	NONE	PROV-SPEC: serve-range lower bound uses finalized_checkpoint.epoch.start_slot per the provisional snapshot form (R006 divergence); R027/R028 are spec-snapshot [OPEN-Q1] [raw:lh-files/086.diff]
LH0134	086	beacon_node/network/src/network_beacon_processor/rpc_methods.rs	fn requested_or_configured_proof_types; imports ExecutionProofsBy{Range,Root}Request, ProofType	modified	C3	NONE	LH-arch-choice	requested_or_configured_proof_types returns the requested proof types, or when empty falls back to the execution layer configured proof_types; a local default-selection choice not fixed by any requirement [raw:lh-files/086.diff]	NONE	Proof-type defaulting to EL-configured types is an implementation choice of this reference implementation [raw:lh-files/086.diff]
LH0135	087	beacon_node/network/src/network_beacon_processor/sync_methods.rs	enum BlockProcessingResult, From<Result<AvailabilityProcessingStatus,BlockError>>, enum WhichPeerToPenalize + apply, ignore_fn closure	modified	C9	NONE	LH-arch-choice	Adds BlockProcessingResult (Imported/ParentUnknown/Error) with a From impl mapping each BlockError to an optional peer penalty and WhichPeerToPenalize (BlockPeer/CustodyPeerForColumn) apply; the dropped-task closure now yields Error with reason ignored_processor_overloaded instead of Ignored [raw:lh-files/087.diff]	[raw:lh-files/104.diff]	Lookup result and peer-penalty model refactor for the sync state machine, not EIP-8025 proof work [raw:lh-files/087.diff]
LH0136	087	beacon_node/network/src/network_beacon_processor/sync_methods.rs	removed generate_rpc_blobs_process_fn, process_rpc_blobs; import changes	modified	C9	NONE	LH-arch-choice	Removes generate_rpc_blobs_process_fn and process_rpc_blobs, the direct RPC blob import path [raw:lh-files/087.diff]	[raw:lh-files/088.diff]	Appears upstream base-branch drift (PeerDAS blob->data-column, RPC blob import path removal), not EIP-8025 proof work [raw:lh-files/087.diff]
LH0137	088	beacon_node/network/src/network_beacon_processor/tests.rs	removed next_blobs field, enqueue_gossip_blob, enqueue_single_lookup_rpc_blobs, per-test blob loops; send_gossip_data_column_sidecar bool arg	modified	C10	NONE	LH-arch-choice	Removes the TestRig next_blobs field and the enqueue_gossip_blob / enqueue_single_lookup_rpc_blobs helpers and their per-test blob loops, and adds a new bool argument to the send_gossip_data_column_sidecar call [raw:lh-files/088.diff]	NONE	Appears upstream base-branch drift (PeerDAS blob->data-column test-harness removal), not EIP-8025 proof work [raw:lh-files/088.diff]
LH0138	089	beacon_node/network/src/router.rs	RequestType::ExecutionProofStatus arm (send_response local_execution_proof_status; send_to_sync RpcExecutionProofStatus)	modified	C3	R035	spec-driven	On an inbound ExecutionProofStatus request the router replies with Response::ExecutionProofStatus(local_execution_proof_status()), the responder-local-status reply required by R035 [raw:lh-files/089.diff]	NONE	PROV-SPEC responder local execution-proof status reply from the provisional spec snapshot; the reply payload is built at index 085 (LH0129) and the request is also forwarded to sync as RpcExecutionProofStatus [OPEN-Q1] [raw:lh-files/089.diff]
LH0139	089	beacon_node/network/src/router.rs	RequestType::ExecutionProofsByRange/ByRoot arms; Response ExecutionProofsByRange/ByRoot/Status arms; on_execution_proofs_by_range_response, on_execution_proofs_by_root_response, on_execution_proof_status_response	modified	C3	NONE	LH-arch-choice	Routes inbound ExecutionProofsByRange/ByRoot requests to send_execution_proofs_by_range/root_request and forwards ByRange/ByRoot/Status responses via on_*_response into sync (SyncMessage::RpcExecutionProof / RpcExecutionProofStatus); message-routing wiring [raw:lh-files/089.diff]	NONE	Router dispatch wiring the index-086 serving handlers and requester responses to sync [raw:lh-files/089.diff]
LH0140	089	beacon_node/network/src/router.rs	PubsubMessage::ExecutionProof arm -> send_gossip_execution_proof	modified	C2	NONE	LH-arch-choice	Adds a PubsubMessage::ExecutionProof arm routing gossiped proofs to network_beacon_processor.send_gossip_execution_proof; gossip-routing wiring [raw:lh-files/089.diff]	NONE	Gossip receipt routing only; proof gossip forward/reject validation is handled in the beacon processor (see LH0122) [raw:lh-files/089.diff]
LH0141	089	beacon_node/network/src/router.rs	removed on_blobs_by_root_response and PubsubMessage::BlobSidecar arm; BlobsByRoot response now crit log; send_gossip_data_column_sidecar bool arg	modified	C9	NONE	LH-arch-choice	Removes on_blobs_by_root_response and the BlobSidecar gossip arm, turns any BlobsByRoot response into a crit log (lookup blob requests removed), and adds the new bool arg to send_gossip_data_column_sidecar [raw:lh-files/089.diff]	[raw:lh-files/104.diff]	Appears upstream base-branch drift (PeerDAS blob-lookup and blob-gossip removal), not EIP-8025 proof work [raw:lh-files/089.diff]
LH0142	090	beacon_node/network/src/sync/backfill_sync/mod.rs	cfg_attr(disable-backfill, allow(dead_code)) on SyncStart, BackFillSync impl, ResetEpochError; test helper rename	modified	C9	NONE	LH-arch-choice	Adds cfg_attr(feature = disable-backfill, allow(dead_code)) to SyncStart/BackFillSync/ResetEpochError and renames the test helper __add_connected_peer_testing_only to __add_connected_peer_with_custody_subnets [raw:lh-files/090.diff]	NONE	Appears upstream base-branch drift (disable-backfill feature gating and PeerDAS custody-subnet test helper), not EIP-8025 proof work [raw:lh-files/090.diff]
LH0143	091	beacon_node/network/src/sync/block_lookups/common.rs	whole file (trait RequestState, enum ResponseType, impls for Block/Blob/Custody request states)	deleted	C9	NONE	LH-arch-choice	Deletes common.rs, removing the RequestState trait, ResponseType enum, and its Block/Blob/Custody request-state impls that unified single-lookup request handling [raw:lh-files/091.diff]	[raw:lh-files/104.diff]	Block-lookup rework removing the trait-based request abstraction, consolidated into single_block_lookup (index 093); not EIP-8025 proof work [raw:lh-files/091.diff]
LH0144	092	beacon_node/network/src/sync/block_lookups/mod.rs	enum BlockComponent (Block+Sidecar); removed Action enum; on_block_download_response/on_custody_download_response; on_processing_result dispatch; BlockProcessingResult import	modified	C9	NONE	LH-arch-choice	Collapses BlockComponent to Block/Sidecar and removes the Action enum and the RequestState-generic on_download_response_inner/on_processing_result_inner, delegating to per-type on_block_download_response/on_custody_download_response and lookup.on_block/data_processing_result; BlockProcessingResult now imported from network_beacon_processor [raw:lh-files/092.diff]	[raw:lh-files/104.diff]	Block-lookup state-machine refactor with blob lookup decoupled, not EIP-8025 proof work [raw:lh-files/092.diff]
LH0145	092	beacon_node/network/src/sync/block_lookups/mod.rs	on_lookup_result LookupResult::ParentUnknown arm; add_peers_to_lookup_and_ancestors parent_id recursion	modified	C9	NONE	LH-arch-choice	Handles the new LookupResult::ParentUnknown in on_lookup_result by searching for the parent lookup and dropping the child on failure, and fixes the ancestor recursion to recurse on parent_id [raw:lh-files/092.diff]	[raw:lh-files/104.diff]	Part of the block-lookup ParentUnknown flow moved out of processing-result handling, not EIP-8025 proof work [raw:lh-files/092.diff]
LH0146	093	beacon_node/network/src/sync/block_lookups/single_block_lookup.rs	struct BlockRequest, enum DataRequest; SingleBlockLookup{block_request,data_request}; continue_requests rewrite; on_block/data_processing_result; on_block/custody_download_response; LookupResult::ParentUnknown; removed ComponentRequests/Blob/Custody/BlockRequestState	modified	C9	NONE	LH-arch-choice	Replaces ComponentRequests and the Blob/Custody/BlockRequestState structs with BlockRequest/DataRequest, rewrites continue_requests to drive block then custody-column data requests with no blob lookup, and adds on_block/data_processing_result and on_block/custody_download_response returning the new LookupResult::ParentUnknown [raw:lh-files/093.diff]	[raw:lh-files/104.diff]	Single-block-lookup state-machine rewrite decoupling blob requests, not EIP-8025 proof work [raw:lh-files/093.diff]
LH0147	093	beacon_node/network/src/sync/block_lookups/single_block_lookup.rs	State::Processed(reason,T); maybe_start_downloading, on_download_response; max-attempts in on_download_failure/on_processing_failure; LookupRequestError simplified; DownloadResult new()	modified	C9	NONE	LH-arch-choice	State::Processed now carries the processed value, adds maybe_start_downloading/on_download_response helpers, moves the SINGLE_BLOCK_LOOKUP_MAX_ATTEMPTS check into on_download_failure/on_processing_failure (LookupRequestError::TooManyAttempts loses cannot_process and MissingComponentsAfterAllProcessed is removed), and DownloadResult drops block_root with a new() constructor [raw:lh-files/093.diff]	[raw:lh-files/104.diff]	Request-state bookkeeping refactor within the lookup rewrite, not EIP-8025 proof work [raw:lh-files/093.diff]
LH0148	094	beacon_node/network/src/sync/block_sidecar_coupling.rs	enum CouplingError visibility pub(crate)->pub; test fulu_fork_epoch=None with assertion is_err->is_ok	modified	C9	NONE	LH-arch-choice	Makes CouplingError pub and updates the coupling test to pin fulu_fork_epoch=None and assert the response is Ok because blobs are no longer required for availability [raw:lh-files/094.diff]	NONE	Appears upstream base-branch drift (blobs no longer required for availability under PeerDAS), not EIP-8025 proof work [raw:lh-files/094.diff]
LH0149	095	beacon_node/network/src/sync/custody_backfill_sync/mod.rs	cfg_attr(disable-backfill, allow(dead_code)) on CustodyBackFillSync impl	modified	C9	NONE	LH-arch-choice	Adds cfg_attr(feature = disable-backfill, allow(dead_code)) to the CustodyBackFillSync impl [raw:lh-files/095.diff]	NONE	Appears upstream base-branch drift (disable-backfill feature gating), not EIP-8025 proof work [raw:lh-files/095.diff]
LH0150	096	beacon_node/network/src/sync/manager.rs	proof_sync: ProofSync field + construction with EL proof_types; add_peer gate; range-sync pause; start on subscribe_core_topics; proof_sync_interval poll; on_proof_capable_peer_disconnected; RPC error routing ExecutionProofsByRange/Root/Status	modified	C9	NONE	LH-arch-choice	Adds a ProofSync field described as a catch-up mechanism for missing optional execution proofs, wiring it into peer add (gated on config.enable_execution_proof and is_proof_capable_peer), range-sync pause, core-topic start, a per-slot poll interval, peer-disconnect, and RPC error routing for the ExecutionProofsByRange/ByRoot/Status request ids [raw:lh-files/096.diff]	NONE	Optional execution-proof catch-up sync is an implementation mechanism of this reference implementation supporting the proof backfill enabled by R002 retention; active only under config.enable_execution_proof [raw:lh-files/096.diff]
LH0151	096	beacon_node/network/src/sync/manager.rs	SyncMessage::RpcExecutionProof/RpcExecutionProofStatus variants; rpc_execution_proof_received; RpcExecutionProofStatus -> proof_sync.on_peer_execution_proof_status	modified	C9	NONE	LH-arch-choice	Adds SyncMessage::RpcExecutionProof/RpcExecutionProofStatus and their handlers: rpc_execution_proof_received forwards a received proof to beacon_processor.send_rpc_execution_proof or terminates the range/root request on stream end, and status messages are routed to proof_sync [raw:lh-files/096.diff]	NONE	Sync-side message plumbing for the execution-proof catch-up engine [raw:lh-files/096.diff]
LH0152	096	beacon_node/network/src/sync/manager.rs	removed on_single_blob_response and SingleBlob handling; UnknownParent{Blob,DataColumn,PartialDataColumn}->UnknownParentSidecarHeader; removed manager BlockProcessingResult enum + From impls; on_block/custody_download_response; disable-backfill sync_state; ee_responsiveness_watch stream refactor	modified	C9	NONE	LH-arch-choice	Removes on_single_blob_response and SingleBlob handling, consolidates UnknownParentBlob/DataColumn/PartialDataColumn into UnknownParentSidecarHeader, deletes the old manager BlockProcessingResult enum and its From impls (moved to network_beacon_processor), switches to on_block/custody_download_response, and adds disable-backfill sync_state gating plus an ee_responsiveness_watch stream refactor [raw:lh-files/096.diff]	[raw:lh-files/104.diff]	Appears upstream base-branch drift (PeerDAS blob-lookup removal and disable-backfill gating) mixed with the execution-proof sync wiring, not EIP-8025 proof work for these removals [raw:lh-files/096.diff]
LH0153	097	beacon_node/network/src/sync/mod.rs	mod proof_sync declaration; pub use network_context PeerGroup/SyncNetworkContext	modified	C9	NONE	LH-arch-choice	Adds mod proof_sync module declaration and re-exports PeerGroup/SyncNetworkContext from network_context [raw:lh-files/097.diff]	NONE	Module wiring for the optional execution-proof catch-up sync module (see index 103) [raw:lh-files/097.diff]
LH0154	098	beacon_node/network/src/sync/network_context.rs	request_execution_proofs_by_range/by_root, request_execution_proof_status, local_execution_proof_status, configured_proof_types(_vec), is_proof_capable_peer, proof_types field, CachedExecutionProofStatus, NoPeerError::ProofPeer	modified	C9	NONE	LH-arch-choice	New proof RPC request builders (request_execution_proofs_by_range/by_root, request_execution_proof_status) and is_proof_capable_peer gating on enr.execution_proof_enabled [raw:lh-files/098.diff]	NONE	Sync-side sender plumbing for the optional execution-proof catch-up; local_execution_proof_status builds the requester own status and CachedExecutionProofStatus adds a 300s refresh threshold [raw:lh-files/098.diff]
LH0155	098	beacon_node/network/src/sync/network_context.rs	removed blobs_by_root_requests + blob_lookup_request + on_single_blob_response + send_blobs_for_processing + to_fixed_blob_sidecar_list; LookupRequestResult<T,I> NoRequestNeeded value; custody_lookup_request block_slot; CustodyByRootResult DownloadResult	modified	C9	NONE	LH-arch-choice	Deletes the BlobsByRoot lookup machinery and generalizes LookupRequestResult to carry a value in NoRequestNeeded [raw:lh-files/098.diff]	[raw:lh-files/104.diff]	Upstream base-branch drift (PeerDAS blob-lookup removal) plus the lookup-result and custody DownloadResult refactor, not EIP-8025 proof work [raw:lh-files/098.diff]
LH0156	099	beacon_node/network/src/sync/network_context/custody.rs	CustodyRequestResult DownloadResult; NoRequestNeeded(..) match	modified	C9	NONE	LH-arch-choice	CustodyRequestResult now returns DownloadResult and matches NoRequestNeeded(..) [raw:lh-files/099.diff]	NONE	Upstream custody DownloadResult and lookup-result refactor, not EIP-8025 proof work [raw:lh-files/099.diff]
LH0157	100	beacon_node/network/src/sync/network_context/requests.rs	removed blobs_by_root module declaration and re-exports	modified	C9	NONE	LH-arch-choice	Drops mod blobs_by_root and its BlobsByRoot re-exports [raw:lh-files/100.diff]	NONE	Upstream PeerDAS blob-by-root lookup removal, not EIP-8025 proof work [raw:lh-files/100.diff]
LH0158	101	beacon_node/network/src/sync/network_context/requests/blobs_by_range.rs	BlobsByRangeRequestItems::add blank-line insertion	modified	C9	NONE	LH-arch-choice	Single blank-line insertion with no logic change [raw:lh-files/101.diff]	NONE	Whitespace-only upstream change [raw:lh-files/101.diff]
LH0159	102	beacon_node/network/src/sync/network_context/requests/blobs_by_root.rs	whole file (deleted)	deleted	C9	NONE	LH-arch-choice	File deleted removing BlobsByRootSingleBlockRequest and BlobsByRootRequestItems [raw:lh-files/102.diff]	NONE	Upstream PeerDAS blob-by-root lookup removal; deleted file [raw:lh-files/102.diff]
LH0160	103	beacon_node/network/src/sync/proof_sync.rs	ProofSync struct + ProofSyncState + start/pause/poll + by_range vs by_root selection + on_range/root_request_terminated/error + size fns	added	C9	NONE	LH-arch-choice	Module doc Catch-up mechanism for optional EIP-8025 execution proofs; poll chooses ExecutionProofsByRange vs ByRoot by estimated SSZ request size and dense_enough [raw:lh-files/103.diff]	NONE	Optional execution-proof catch-up engine, an implementation mechanism supporting proof backfill and active only under config.enable_execution_proof [raw:lh-files/103.diff]
LH0161	103	beacon_node/network/src/sync/proof_sync.rs	add_peer, on_peer_execution_proof_status, on_peer_status_failed, refresh_peer_statuses, best_peer	added	C9	R005,R032,R036	spec-driven	add_peer sends ExecutionProofStatus to a newly added proof-capable peer (R005), best_peer selects peers from cached ExecutionProofStatus by verified/slot (R036), and needed_types filters on status.proof_types (R032) [raw:lh-files/103.diff]	NONE	PROV-SPEC R032/R036 peer and proof-type selection SHOULDs from the provisional spec snapshot [OPEN-Q1]; on_peer_execution_proof_status also verifies the claimed head against the local canonical chain [raw:lh-files/103.diff]
LH0162	103	beacon_node/network/src/sync/proof_sync.rs	servable_missing_proofs, finalized_request_start_slot, tests::servable_missing_proofs_starts_at_finalized_slot	added	C9	NONE	LH-arch-choice	servable_missing_proofs filters missing proofs to slots at or after finalized_request_start_slot (finalized_checkpoint.epoch.start_slot) and at or below peer_slot [raw:lh-files/103.diff]	[raw:lh-files/103.diff]	Requester-side serve-window filter mirrors the snapshot proof_serve_range lower bound; implementation catch-up logic [raw:lh-files/103.diff]
LH0163	104	beacon_node/network/src/sync/tests/lookups.rs	removed BlobsByRoot test responses/corrupt_last_blob_*/trigger_with_last_unknown_blob_parent/insert_blob_to_da_checker/blob tests; deneb->fulu rigs; UnknownParentSidecarHeader; BlockProcessingResult::Error penalty refactor	modified	C10	NONE	LH-arch-choice	Deletes blob-lookup test helpers and tests and switches rigs to new_after_fulu with UnknownParentSidecarHeader [raw:lh-files/104.diff]	NONE	Upstream PeerDAS and lookup-rewrite test drift, not EIP-8025 proof work [raw:lh-files/104.diff]
LH0164	105	beacon_node/network/src/sync/tests/range.rs	earliest_available_slot Some(0); finalized_sync_not_enough_custody_peers_resume_after_peer_cgc_update test; send_peer_cgc_update_to_sync	modified	C10	NONE	LH-arch-choice	Adds a custody-peer CGC-update finalized-range-sync regression test [raw:lh-files/105.diff]	NONE	Upstream range-sync custody regression test, not EIP-8025 proof work [raw:lh-files/105.diff]
LH0165	106	beacon_node/src/cli.rs	proof-engine-endpoint, proof-types, execution-proof-quorum args	modified	C7	NONE	LH-arch-choice	Three new clap args proof-engine-endpoint, proof-types, and execution-proof-quorum with requires() dependency chains [raw:lh-files/106.diff]	NONE	CLI surface for the optional EIP-8025 proof engine and proof-verifying quorum; execution-proof-quorum is described as Non-default [raw:lh-files/106.diff]
LH0166	106	beacon_node/src/cli.rs	enable-mplex arg	modified	C7	NONE	LH-arch-choice	New enable-mplex flag enabling the mplex multiplexer alongside yamux [raw:lh-files/106.diff]	NONE	Upstream libp2p multiplexer flag, not EIP-8025 proof work [raw:lh-files/106.diff]
LH0167	107	beacon_node/src/config.rs	parse proof-engine-endpoint (enable_execution_proof), proof-types (ProofTypes), execution-proof-quorum (execution_proof_quorum.enabled + min_valid_proof_types)	modified	C7	NONE	LH-arch-choice	Parses the EIP-8025 proof CLI flags into el_config and client_config including enable_execution_proof and execution_proof_quorum [raw:lh-files/107.diff]	NONE	Config wiring for the optional proof engine and proof-verifying quorum; the quorum threshold enables the proof-verifying promotion path but is an implementation configuration knob [raw:lh-files/107.diff]
LH0168	107	beacon_node/src/config.rs	enable_mplex flag parse	modified	C7	NONE	LH-arch-choice	Sets config.enable_mplex from the --enable-mplex flag [raw:lh-files/107.diff]	NONE	Upstream libp2p multiplexer config, not EIP-8025 proof work [raw:lh-files/107.diff]
LH0169	108	book/src/help_bn.md	help entries execution-proof-quorum, proof-engine-endpoint, proof-types, enable-mplex	modified	C7	NONE	LH-arch-choice	Generated beacon-node help text for the new proof flags and the enable-mplex flag [raw:lh-files/108.diff]	NONE	Generated CLI help documentation reflecting the beacon-node proof flags and the upstream enable-mplex flag [raw:lh-files/108.diff]
LH0170	109	book/src/help_vc.md	help entries proof-engine-endpoint, proof-types (validator client)	modified	C8	NONE	LH-arch-choice	Generated validator-client help text describing proof-engine-endpoint (monitor, request, sign, submit proofs) and proof-types default 0,1,2,3 [raw:lh-files/109.diff]	NONE	Generated validator-client help documentation for the optional proof-generating flags [raw:lh-files/109.diff]
LH0171	110	common/eth2/src/lib.rs	post_beacon_pool_execution_proofs	modified	C8	NONE	LH-arch-choice	New client method POST beacon/pool/execution_proofs submitting a SignedExecutionProof list [raw:lh-files/110.diff]	NONE	Beacon-node HTTP client method for submitting signed execution proofs on the proof-generating submission path [raw:lh-files/110.diff]
LH0172	110	common/eth2/src/lib.rs	post_beacon_execution_payload_bid + post_beacon_execution_payload_bid_ssz	modified	C-unassigned	NONE	LH-arch-choice	New client methods POST v1/beacon/execution_payload_bid in json and ssz [raw:lh-files/110.diff]	NONE	Upstream Gloas ePBS payload-bid submission client, not EIP-8025 proof work [raw:lh-files/110.diff]
LH0173	111	consensus/fork_choice/src/fork_choice.rs	ParentImportStatus enum + is_parent_imported + get_parent_import_status	modified	C6	NONE	LH-arch-choice	Adds ParentImportStatus and get_parent_import_status checking a post-Gloas FULL child parent payload import [raw:lh-files/111.diff]	NONE	Upstream Gloas ePBS parent payload-import status in fork choice, not EIP-8025 proof work [raw:lh-files/111.diff]
LH0174	112	consensus/fork_choice/src/lib.rs	ParentImportStatus re-export	modified	C6	NONE	LH-arch-choice	Adds ParentImportStatus to the fork_choice re-export list [raw:lh-files/112.diff]	NONE	Re-export wiring for the Gloas ParentImportStatus added at index 111, not EIP-8025 proof work [raw:lh-files/112.diff]
LH0175	113	consensus/proto_array/Cargo.toml	dev-deps criterion, fixed_bytes; [[bench]] find_head	modified	C-unassigned	NONE	dependency	Adds criterion and fixed_bytes dev-dependencies and the find_head bench harness entry [raw:lh-files/113.diff]	NONE	Build-manifest change enabling the upstream find_head benchmark, not EIP-8025 proof work [raw:lh-files/113.diff]
LH0176	114	consensus/proto_array/benches/find_head.rs	whole file (build_chain, bench_find_head pre_gloas and gloas)	added	C10	NONE	LH-arch-choice	New criterion benchmark exercising ProtoArrayForkChoice find_head over 100 to 518000 block chains [raw:lh-files/114.diff]	NONE	Upstream fork-choice find_head performance benchmark for extended non-finality, not EIP-8025 proof work [raw:lh-files/114.diff]
LH0177	115	consensus/proto_array/src/error.rs	removed Error::InvalidParentIndex/InvalidBestChildIndex/InvalidBestNode and InvalidBestNodeInfo	modified	C6	NONE	LH-arch-choice	Deletes proto_array best-node error variants and the InvalidBestNodeInfo struct [raw:lh-files/115.diff]	NONE	Upstream proto_array find_head rewrite removing best-node sanity-check errors, not EIP-8025 proof work [raw:lh-files/115.diff]
LH0178	116	consensus/proto_array/src/fork_choice_test_definition.rs	proposer_score_boost Some(50) to 50 in run()	modified	C10	NONE	LH-arch-choice	proposer_score_boost set as a plain u64 (previously Option) in the test definition spec [raw:lh-files/116.diff]	NONE	Upstream chain_spec proposer_score_boost type change from Option to u64, not EIP-8025 proof work [raw:lh-files/116.diff]
LH0179	117	consensus/proto_array/src/fork_choice_test_definition/gloas_payload.rs	proposer_score_boost Some(50) to 50 in gloas_spec and gloas_fork_boundary_spec	modified	C10	NONE	LH-arch-choice	proposer_score_boost set as a plain u64 in the gloas test definition specs [raw:lh-files/117.diff]	NONE	Upstream proposer_score_boost type change in the gloas fork-choice test definitions, not EIP-8025 proof work [raw:lh-files/117.diff]
LH0180	118	consensus/proto_array/src/proto_array.rs	children cache field + on_block maintenance + rebuild_children_index + maybe_prune shift; iterative filter_block_tree/find_filtered_block_tree rewrite; removed InvalidBestNode check; node_children uses cache	modified	C6	NONE	LH-arch-choice	Adds a cached children index and rewrites filter_block_tree as an iterative reverse pass to survive 500000+ blocks of non-finality [raw:lh-files/118.diff]	[raw:lh-files/116.diff]	Upstream proto_array find_head rewrite, not EIP-8025 proof work [raw:lh-files/118.diff]
LH0181	118	consensus/proto_array/src/proto_array.rs	get_proposer_score uses spec.proposer_score_boost directly	modified	C6	NONE	LH-arch-choice	get_proposer_score drops the Option match on proposer_score_boost [raw:lh-files/118.diff]	NONE	Upstream proposer_score_boost type change from Option to u64, not EIP-8025 proof work [raw:lh-files/118.diff]
LH0182	119	consensus/proto_array/src/proto_array_fork_choice.rs	children Vec init in ProtoArray constructor	modified	C6	NONE	LH-arch-choice	Initializes the new children index field in the ProtoArray constructor [raw:lh-files/119.diff]	NONE	Upstream children-cache initialization tied to the proto_array rewrite at index 118, not EIP-8025 proof work [raw:lh-files/119.diff]
LH0183	120	consensus/proto_array/src/ssz_container.rs	rebuild_children_index after SszContainerV29 deserialization	modified	C6	NONE	LH-arch-choice	Calls rebuild_children_index on deserialization to populate the transient children field [raw:lh-files/120.diff]	NONE	Upstream children-cache deserialization wiring tied to index 118, not EIP-8025 proof work [raw:lh-files/120.diff]
LH0184	121	consensus/types/src/core/chain_spec.rs	Domain::ExecutionProof variant + domain_execution_proof field (0x0D) + get_domain arm + test_domain(ExecutionProof)	modified	C7	NONE	LH-arch-choice	Adds the ExecutionProof signing domain (domain_execution_proof = 0x0D) used for SignedExecutionProof signatures [raw:lh-files/121.diff]	[raw:lh-files/121.diff]	Execution-proof BLS signing domain is an implementation constant; 0x0D duplicates domain_proposer_preferences 0x0D, a possible not-yet-finalized value [raw:lh-files/121.diff]
LH0185	121	consensus/types/src/core/chain_spec.rs	proposer_score_boost Option<u64> to u64 (field, mainnet/minimal defaults 40, Config ser/de unwrap_or)	modified	C6	NONE	LH-arch-choice	Changes proposer_score_boost from Option<u64> to u64 with a Config deserialization fallback to the chain_spec default [raw:lh-files/121.diff]	NONE	Upstream fork-choice proposer_score_boost type change, not EIP-8025 proof work [raw:lh-files/121.diff]
LH0186	122	consensus/types/src/core/config_and_preset.rs	get_extra_fields: domain_execution_proof entry	modified	C7	NONE	LH-arch-choice	adds "domain_execution_proof" => u32_hex(spec.domain_execution_proof) to get_extra_fields map [raw:lh-files/122.diff]	NONE	Exposes the execution-proof signature domain in config/preset output, adjacent to domain_proposer_preferences [raw:lh-files/122.diff]
LH0187	123	consensus/types/src/data/partial_data_column_sidecar.rs	cell/proof pairing via .zip	modified	C1	NONE	LH-arch-choice	replaces .and_then(|cell| self.kzg_proofs.get(storage_idx).map(|proof| (cell, proof))) with .zip(self.kzg_proofs.get(storage_idx)) [raw:lh-files/123.diff]	NONE	Combinator simplification of KZG cell/proof pairing, unrelated to execution proofs [raw:lh-files/123.diff]
LH0188	124	consensus/types/src/execution/eip8025.rs	SSZ containers PublicInput/ExecutionProof/SignedExecutionProof/ProofByRootIdentifier; size/domain constants	added	C1	NONE	LH-arch-choice	defines Encode/Decode/TreeHash proof containers with MaxProofSize = 1344 KiB (1,376,256 bytes) and DOMAIN_EXECUTION_PROOF = [0x0D,0x00,0x00,0x00] [raw:lh-files/124.diff]	[raw:lh-files/124.diff]	PublicInput holds only new_payload_request_root; MaxExecutionProofsPerPayload = U4; MIN_REQUIRED_EXECUTION_PROOFS = 1 [raw:lh-files/124.diff]
LH0189	124	consensus/types/src/execution/eip8025.rs	ProofStatus enum + accessors/Display; ProofAttributes; proof accessors; unit tests	added	C4	NONE	LH-arch-choice	defines enum ProofStatus { Valid, Invalid, Accepted, NotSupported, Syncing } plus accessor impls and cfg(test) round-trip tests [raw:lh-files/124.diff]	[raw:lh-files/124.diff]	Proof-verification status type and helper accessors [raw:lh-files/124.diff]
LH0190	125	consensus/types/src/execution/mod.rs	pub mod eip8025 + re-exports	modified	C1	NONE	LH-arch-choice	adds pub mod eip8025; and pub use eip8025::{...} re-exports [raw:lh-files/125.diff]	NONE	Module wiring exposing the new eip8025 proof types [raw:lh-files/125.diff]
LH0191	126	lighthouse/environment/Cargo.toml	[features] test-utils	modified	C10	NONE	LH-arch-choice	adds [features] test-utils = [] [raw:lh-files/126.diff]	NONE	Gates the new test_utils module behind a cargo feature [raw:lh-files/127.diff]
